source,song_id,n_bars,beats_per_bar,bpm,key,mode,transpose_offset,n_melody_notes,chord_consonance,melody_chord_coverage,irregular_bars,unparsed_chords,included,reason
pop909,600,69,4,67.0,Bb:maj,maj,2.0,332,0.9522,1.0,2.0,0,True,
pop909,601,69,4,58.0,Ab:min,min,1.0,287,0.9646,1.0,3.0,0,True,
pop909,602,82,4,92.0,G:min,min,2.0,292,0.9742,1.0,1.0,0,True,
pop909,603,90,4,75.0,C:maj,maj,0.0,371,0.9459,1.0,0.0,0,True,
pop909,604,58,4,58.0,D:min,min,-5.0,393,0.9486,1.0,2.0,0,True,
pop909,605,61,4,63.4,Ab:maj,,,565,0.7947,1.0,0.0,0,False,failed MIDI-vs-chord verification
pop909,606,75,4,67.0,E:maj,maj,-4.0,370,0.9476,1.0,0.0,0,True,
pop909,607,59,4,51.0,E:maj,maj,-4.0,406,0.962,0.9866,4.0,0,True,
pop909,608,67,4,60.5,C:maj,maj,0.0,467,0.9459,1.0,1.0,0,True,
pop909,609,54,4,52.5,F:maj,maj,-5.0,542,0.9597,1.0,3.0,0,True,
pop909,610,69,4,67.8,D:min,min,-5.0,336,0.9323,1.0,3.0,0,True,
pop909,611,104,4,100.0,Gb:min,min,3.0,521,0.977,1.0,7.0,0,True,
pop909,612,72,4,63.0,C:maj,maj,0.0,420,0.9544,1.0,5.0,0,True,
pop909,613,78,4,66.6,B:maj,maj,1.0,357,0.9405,1.0,4.0,0,True,
pop909,614,83,4,100.0,Db:min,min,-4.0,318,0.9576,1.0,0.0,0,True,
pop909,615,70,4,53.0,A:maj,maj,3.0,323,0.9415,1.0,6.0,0,True,
pop909,616,52,4,58.0,Db:min,min,-4.0,266,0.9415,1.0,3.0,0,True,
pop909,617,80,4,89.9,Bb:maj,maj,2.0,251,0.951,1.0,2.0,0,True,
pop909,618,75,4,72.5,Gb:maj,maj,6.0,338,0.9476,1.0,2.0,0,True,
pop909,619,74,4,95.0,D:maj,maj,-2.0,468,0.9712,1.0,2.0,0,True,
pop909,620,67,4,66.6,Db:maj,maj,-1.0,388,0.9772,1.0,2.0,0,True,
pop909,621,59,4,61.0,C:maj,maj,0.0,336,0.9525,0.9489,0.0,0,True,
pop909,622,89,4,73.1,Db:min,min,-4.0,425,0.9608,0.9319,5.0,0,True,
pop909,623,92,4,70.9,C:maj,maj,0.0,419,0.9529,0.9467,3.0,0,True,
pop909,624,35,6,36.6,B:min,min,-2.0,345,0.9666,1.0,5.0,0,True,
pop909,625,94,4,87.0,E:min,min,5.0,482,0.9195,1.0,2.0,0,True,
pop909,626,70,4,71.2,A:min,min,0.0,147,0.9475,1.0,4.0,0,True,
pop909,627,86,4,86.0,D:min,min,-5.0,315,0.9169,1.0,2.0,0,True,
pop909,628,107,4,110.3,E:maj,maj,-4.0,382,0.9473,1.0,4.0,0,True,
pop909,629,78,4,75.0,F:maj,maj,-5.0,282,0.9168,1.0,1.0,0,True,
pop909,630,62,4,65.0,F:min,min,4.0,329,0.9206,1.0,3.0,0,True,
pop909,631,99,4,80.0,Gb:maj,maj,6.0,390,0.9408,1.0,1.0,0,True,
pop909,632,66,4,57.3,Ab:min,min,1.0,350,0.9379,1.0,3.0,0,True,
pop909,633,68,4,82.5,E:maj,maj,-4.0,288,0.9141,0.9928,2.0,0,True,
pop909,634,101,4,107.8,Bb:min,min,-1.0,250,0.9327,1.0,1.0,0,True,
pop909,635,117,4,127.0,Gb:min,min,3.0,423,0.9628,1.0,3.0,0,True,
pop909,636,90,4,82.0,Gb:min,min,3.0,532,0.9498,1.0,5.0,0,True,
pop909,637,90,4,114.0,B:maj,maj,1.0,298,0.94,1.0,1.0,0,True,
pop909,638,85,4,69.0,F:maj,maj,-5.0,454,0.9545,1.0,0.0,0,True,
pop909,639,114,4,116.0,E:maj,maj,-4.0,517,0.9464,1.0,0.0,0,True,
pop909,640,108,4,127.5,D:maj,maj,-2.0,207,0.9559,1.0,3.0,0,True,
pop909,641,124,4,105.0,A:maj,maj,3.0,462,0.9437,1.0,2.0,0,True,
pop909,642,63,4,60.0,Bb:min,min,-1.0,429,0.9732,1.0,3.0,0,True,
pop909,643,62,4,60.0,Db:maj,maj,-1.0,398,0.9376,1.0,3.0,0,True,
pop909,644,73,4,65.0,G:maj,maj,5.0,371,0.9421,1.0,3.0,0,True,
pop909,645,70,4,69.0,C:min,min,-3.0,238,0.9562,1.0,2.0,0,True,
pop909,646,60,4,65.5,Ab:min,min,1.0,327,0.9729,1.0,3.0,0,True,
pop909,647,90,4,70.8,Bb:min,min,-1.0,297,0.9328,1.0,2.0,0,True,
pop909,648,54,4,65.0,B:min,min,-2.0,238,0.9452,1.0,2.0,0,True,
pop909,649,70,4,73.0,C:min,min,-3.0,402,0.9344,1.0,1.0,0,True,
pop909,650,72,4,61.3,Eb:maj,maj,-3.0,446,0.9219,1.0,1.0,0,True,
pop909,651,57,4,62.0,Gb:maj,maj,6.0,327,0.9019,1.0,3.0,0,True,
pop909,652,113,4,106.8,B:maj,maj,1.0,434,0.9226,1.0,3.0,0,True,
pop909,653,74,6,119.0,E:min,min,5.0,332,0.9361,1.0,0.0,0,True,
pop909,654,61,6,78.0,B:min,min,-2.0,285,0.9564,1.0,1.0,0,True,
pop909,655,52,4,100.0,Db:min,min,-4.0,200,0.9592,1.0,3.0,0,True,
pop909,656,106,4,100.0,Db:min,min,-4.0,426,0.9465,1.0,1.0,0,True,
pop909,657,76,4,62.0,G:maj,maj,5.0,312,0.891,1.0,3.0,0,True,
pop909,658,87,4,83.0,A:min,min,0.0,303,0.9178,1.0,4.0,0,True,
pop909,659,79,4,60.0,A:min,min,0.0,322,0.9645,1.0,2.0,0,True,
pop909,660,104,4,112.0,Db:maj,maj,-1.0,327,0.9231,1.0,2.0,0,True,
pop909,661,83,4,68.0,A:min,min,0.0,345,0.9423,1.0,2.0,0,True,
pop909,662,84,6,120.0,Db:min,min,-4.0,254,0.9624,1.0,0.0,0,True,
pop909,663,100,4,92.0,Bb:min,min,-1.0,395,0.9622,1.0,4.0,0,True,
pop909,664,114,4,112.0,Db:maj,maj,-1.0,427,0.9064,1.0,8.0,0,True,
pop909,665,51,4,64.0,Gb:maj,maj,6.0,404,0.9512,0.9827,2.0,0,True,
pop909,666,98,4,87.0,E:maj,maj,-4.0,376,0.9368,1.0,0.0,0,True,
pop909,667,134,4,107.0,E:min,min,5.0,320,0.9245,0.9742,9.0,0,True,
pop909,668,106,4,122.0,Eb:min,min,6.0,298,0.9462,1.0,1.0,0,True,
pop909,669,65,4,104.0,Eb:maj,maj,-3.0,197,0.927,1.0,2.0,0,True,
pop909,670,134,4,117.0,E:maj,maj,-4.0,365,0.9167,1.0,6.0,0,True,
pop909,671,81,4,70.0,Eb:min,min,6.0,191,0.9256,1.0,3.0,0,True,
pop909,672,46,4,100.0,Bb:maj,maj,2.0,148,0.9398,1.0,0.0,0,True,
pop909,673,65,4,66.0,D:maj,maj,-2.0,274,0.9047,1.0,1.0,0,True,
pop909,674,80,4,74.0,E:maj,maj,-4.0,299,0.966,1.0,2.0,0,True,
pop909,675,87,4,68.0,F:min,min,4.0,429,0.9438,1.0,6.0,0,True,
pop909,676,72,4,75.0,C:min,min,-3.0,248,0.9472,1.0,2.0,0,True,
pop909,677,63,4,67.0,A:min,min,0.0,290,0.947,1.0,1.0,0,True,
pop909,678,70,4,66.7,Ab:min,min,1.0,319,0.9345,1.0,2.0,0,True,
pop909,679,108,4,104.0,Bb:min,min,-1.0,323,0.923,1.0,3.0,0,True,
pop909,680,80,4,78.0,E:min,min,5.0,382,0.9383,1.0,3.0,0,True,
pop909,681,95,4,112.0,C:min,min,-3.0,353,0.9273,1.0,1.0,0,True,
pop909,682,74,4,71.0,D:min,min,-5.0,418,0.9538,1.0,1.0,0,True,
pop909,683,75,4,65.5,Eb:maj,maj,-3.0,300,0.8743,1.0,1.0,0,True,
pop909,684,75,4,70.0,D:maj,maj,-2.0,305,0.8987,1.0,1.0,0,True,
pop909,685,113,4,100.0,A:min,min,0.0,367,0.9172,1.0,0.0,0,True,
pop909,686,101,4,100.0,F:min,min,4.0,394,0.9405,1.0,2.0,0,True,
pop909,687,111,4,116.4,A:maj,maj,3.0,401,0.9806,1.0,0.0,0,True,
pop909,688,77,4,70.0,A:min,min,0.0,426,0.9609,1.0,3.0,0,True,
pop909,689,69,4,64.0,D:min,min,-5.0,389,0.9022,1.0,2.0,0,True,
pop909,690,128,4,122.0,A:min,min,0.0,434,0.8999,1.0,4.0,0,True,
pop909,691,114,4,111.5,A:maj,maj,3.0,385,0.9445,1.0,3.0,0,True,
pop909,692,85,4,84.0,B:maj,maj,1.0,339,0.9387,1.0,1.0,0,True,
pop909,693,77,4,80.5,E:min,min,5.0,315,0.9362,1.0,2.0,0,True,
pop909,694,112,4,104.8,C:maj,maj,0.0,424,0.954,1.0,3.0,0,True,
pop909,695,88,4,94.0,C:min,min,-3.0,368,0.9604,1.0,0.0,0,True,
pop909,696,82,4,71.0,Ab:maj,maj,4.0,412,0.9305,1.0,1.0,0,True,
pop909,697,69,4,60.0,C:min,min,-3.0,315,0.9239,1.0,2.0,0,True,
pop909,698,76,4,76.0,Gb:maj,maj,6.0,303,0.9174,1.0,1.0,0,True,
pop909,699,100,4,80.0,Eb:min,min,6.0,345,0.9335,1.0,1.0,0,True,
pop909,700,112,4,94.0,Db:maj,maj,-1.0,372,0.854,1.0,1.0,0,True,
pop909,701,53,4,66.0,E:maj,maj,-4.0,181,0.9301,1.0,3.0,0,True,
pop909,702,108,4,97.0,C:maj,maj,0.0,554,0.9164,1.0,0.0,0,True,
pop909,703,73,4,65.0,G:maj,maj,5.0,362,0.9097,1.0,1.0,0,True,
pop909,704,125,4,107.0,Db:maj,maj,-1.0,464,0.8824,1.0,1.0,0,True,
pop909,705,68,4,60.0,Eb:maj,maj,-3.0,316,0.916,1.0,1.0,0,True,
pop909,706,85,4,75.0,Ab:min,min,1.0,330,0.9232,1.0,2.0,0,True,
pop909,707,83,4,109.0,B:maj,maj,1.0,392,0.952,1.0,0.0,0,True,
pop909,708,88,4,98.1,Gb:min,min,3.0,277,0.922,1.0,2.0,0,True,
pop909,709,75,4,82.0,Db:maj,maj,-1.0,272,0.8939,1.0,2.0,0,True,
pop909,710,101,4,90.0,C:maj,maj,0.0,321,0.8608,1.0,1.0,0,True,
pop909,711,77,4,89.0,B:maj,maj,1.0,257,0.9136,1.0,4.0,0,True,
pop909,712,61,4,71.0,E:min,min,5.0,435,0.9608,1.0,1.0,0,True,
pop909,713,74,4,88.0,D:maj,maj,-2.0,290,0.9584,1.0,1.0,0,True,
pop909,714,117,4,112.0,C:maj,maj,0.0,311,0.9187,1.0,2.0,0,True,
pop909,715,92,4,92.0,F:min,min,4.0,288,0.929,1.0,5.0,0,True,
pop909,716,67,4,75.0,C:min,min,-3.0,221,0.9414,1.0,1.0,0,True,
pop909,717,84,4,80.0,E:maj,maj,-4.0,320,0.9026,1.0,0.0,0,True,
pop909,718,119,4,114.0,Ab:maj,maj,4.0,431,0.9062,1.0,4.0,0,True,
pop909,719,68,4,57.0,Db:maj,maj,-1.0,460,0.9489,1.0,1.0,0,True,
pop909,720,47,4,55.0,F:maj,maj,-5.0,176,0.9468,1.0,2.0,0,True,
pop909,721,78,4,74.0,A:maj,maj,3.0,357,0.9388,1.0,2.0,0,True,
pop909,722,100,4,82.0,C:maj,maj,0.0,333,0.9725,1.0,1.0,0,True,
pop909,723,79,4,84.6,Eb:maj,maj,-3.0,262,0.9482,1.0,1.0,0,True,
pop909,724,68,4,84.8,Bb:min,min,-1.0,291,0.9505,1.0,1.0,0,True,
pop909,725,97,4,72.0,B:min,min,-2.0,431,0.947,1.0,3.0,0,True,
pop909,726,52,4,60.0,Ab:maj,maj,4.0,430,0.9675,1.0,2.0,0,True,
pop909,727,89,4,81.0,Db:maj,maj,-1.0,298,0.938,1.0,1.0,0,True,
pop909,728,58,4,70.1,A:maj,maj,3.0,268,0.9735,1.0,3.0,0,True,
pop909,729,78,4,80.0,D:maj,maj,-2.0,291,0.9394,1.0,0.0,0,True,
pop909,730,60,4,90.5,F:maj,maj,-5.0,213,0.9733,1.0,0.0,0,True,
pop909,731,62,4,68.0,B:maj,maj,1.0,301,0.9568,1.0,0.0,0,True,
pop909,732,76,4,90.0,Bb:min,min,-1.0,363,0.9624,0.9932,2.0,0,True,
pop909,733,73,4,72.0,C:min,min,-3.0,317,0.9553,1.0,5.0,0,True,
pop909,734,71,4,62.0,Db:min,min,-4.0,376,0.9545,1.0,2.0,0,True,
pop909,735,89,4,72.0,C:maj,maj,0.0,479,0.9674,1.0,5.0,0,True,
pop909,736,78,4,74.0,F:maj,maj,-5.0,264,0.9602,1.0,2.0,0,True,
pop909,737,123,4,115.0,G:maj,maj,5.0,467,0.948,1.0,5.0,0,True,
pop909,738,87,4,67.0,B:maj,maj,1.0,384,0.9338,1.0,4.0,0,True,
pop909,739,63,4,65.0,Eb:maj,maj,-3.0,336,0.9619,1.0,3.0,0,True,
pop909,740,82,4,68.0,E:min,min,5.0,355,0.95,1.0,4.0,0,True,
pop909,741,62,4,73.0,Bb:min,min,-1.0,346,0.9675,1.0,2.0,0,True,
pop909,742,91,4,82.3,Eb:maj,maj,-3.0,307,0.9473,1.0,3.0,0,True,
pop909,743,70,4,62.5,E:maj,maj,-4.0,414,0.9749,1.0,1.0,0,True,
pop909,744,66,6,105.9,C:min,min,-3.0,181,0.9403,1.0,1.0,0,True,
pop909,745,132,4,100.0,B:min,min,-2.0,356,0.9608,1.0,1.0,0,True,
pop909,746,46,4,42.5,F:maj,maj,-5.0,356,0.9654,1.0,0.0,0,True,
pop909,747,69,4,71.0,Db:min,min,-4.0,337,0.9179,1.0,2.0,0,True,
pop909,748,75,4,74.0,C:min,min,-3.0,271,0.9452,1.0,4.0,0,True,
pop909,749,85,6,127.8,Ab:maj,maj,4.0,267,0.9726,0.9631,5.0,0,True,
pop909,750,102,4,90.0,B:min,min,-2.0,289,0.9504,1.0,0.0,0,True,
pop909,751,80,4,75.0,A:maj,maj,3.0,286,0.9142,1.0,3.0,0,True,
pop909,752,103,4,94.0,G:maj,maj,5.0,352,0.9504,1.0,2.0,0,True,
pop909,753,59,4,59.4,B:maj,maj,1.0,413,0.9201,1.0,1.0,0,True,
pop909,754,124,4,102.0,F:min,min,4.0,445,0.9566,1.0,1.0,0,True,
pop909,755,51,4,70.4,Gb:min,min,3.0,159,0.9594,1.0,2.0,0,True,
pop909,756,63,6,92.5,G:maj,maj,5.0,293,0.9514,1.0,1.0,0,True,
pop909,757,87,4,68.8,F:maj,maj,-5.0,300,0.9149,1.0,3.0,0,True,
pop909,758,79,4,78.0,F:min,min,4.0,227,0.9467,1.0,3.0,0,True,
pop909,759,78,4,94.0,Bb:maj,maj,2.0,231,0.9657,1.0,1.0,0,True,
pop909,760,53,4,142.4,B:min,min,-2.0,120,0.9533,0.9772,1.0,0,True,
pop909,761,69,4,68.0,C:maj,maj,0.0,242,0.9165,1.0,1.0,0,True,
pop909,762,100,4,90.0,Eb:maj,maj,-3.0,252,0.9778,0.9826,5.0,0,True,
pop909,763,78,4,64.0,G:maj,maj,5.0,365,0.9643,1.0,5.0,0,True,
pop909,764,21,4,51.6,F:maj,maj,-5.0,83,0.9625,1.0,1.0,0,True,
pop909,765,72,4,70.0,Bb:maj,maj,2.0,212,0.9259,1.0,2.0,0,True,
pop909,766,63,4,53.5,E:min,min,5.0,315,0.9313,1.0,2.0,0,True,
pop909,767,81,4,64.0,Db:min,min,-4.0,453,0.9428,1.0,4.0,0,True,
pop909,768,93,4,76.0,F:min,min,4.0,387,0.9774,1.0,0.0,0,True,
pop909,769,95,4,85.0,B:min,min,-2.0,451,0.9708,1.0,5.0,0,True,
pop909,770,50,6,75.0,C:min,min,-3.0,240,0.9502,1.0,1.0,0,True,
pop909,771,68,4,88.0,Bb:min,min,-1.0,279,0.9602,0.9898,7.0,0,True,
pop909,772,85,4,84.0,E:min,min,5.0,314,0.9609,1.0,0.0,0,True,
pop909,773,70,4,60.5,G:maj,maj,5.0,362,0.9244,1.0,2.0,0,True,
pop909,774,74,4,57.0,A:maj,maj,3.0,386,0.9637,1.0,4.0,0,True,
pop909,775,61,4,62.0,Ab:min,min,1.0,427,0.9595,1.0,1.0,0,True,
pop909,776,72,4,62.0,D:maj,maj,-2.0,372,0.9179,1.0,2.0,0,True,
pop909,777,50,4,63.0,A:min,min,0.0,254,0.9593,1.0,2.0,0,True,
pop909,778,61,4,72.0,Bb:maj,maj,2.0,364,0.9864,1.0,1.0,0,True,
pop909,779,121,4,117.5,A:min,min,0.0,451,0.8862,0.9945,1.0,0,True,
pop909,780,68,4,70.0,B:min,min,-2.0,378,0.9138,1.0,2.0,0,True,
pop909,781,77,4,66.0,D:maj,maj,-2.0,392,0.9491,1.0,3.0,0,True,
pop909,782,70,4,64.0,Bb:maj,maj,2.0,303,0.9147,1.0,4.0,0,True,
pop909,783,96,4,68.0,Ab:maj,maj,4.0,445,0.9366,1.0,4.0,0,True,
pop909,784,77,4,62.0,Db:min,min,-4.0,509,0.9343,1.0,1.0,0,True,
pop909,785,110,4,82.0,A:min,min,0.0,372,0.943,1.0,3.0,0,True,
pop909,786,64,4,100.5,G:min,min,2.0,292,0.9151,0.9208,2.0,0,True,
pop909,787,139,4,104.0,F:min,min,4.0,326,0.9454,1.0,3.0,0,True,
pop909,788,74,4,65.3,E:min,min,5.0,328,0.9449,1.0,2.0,0,True,
pop909,789,56,4,66.0,Eb:min,min,6.0,342,0.9656,1.0,1.0,0,True,
pop909,790,92,4,88.0,G:maj,maj,5.0,370,0.9434,1.0,1.0,0,True,
pop909,791,71,4,62.0,D:min,min,-5.0,246,0.9302,1.0,4.0,0,True,
pop909,792,87,4,88.0,Ab:min,min,1.0,288,0.9341,1.0,5.0,0,True,
pop909,793,83,4,122.0,C:maj,maj,0.0,280,0.9748,1.0,8.0,0,True,
pop909,794,142,4,116.0,Bb:maj,maj,2.0,456,0.9765,0.9917,9.0,0,True,
pop909,795,72,4,76.0,G:maj,maj,5.0,422,0.9601,1.0,4.0,0,True,
pop909,796,72,4,74.0,Ab:maj,maj,4.0,279,0.9412,1.0,0.0,0,True,
pop909,797,62,4,121.3,F:maj,maj,-5.0,196,0.9719,0.9612,6.0,0,True,
pop909,798,62,4,84.9,A:min,min,0.0,234,0.9625,1.0,0.0,0,True,
pop909,799,54,6,78.2,F:maj,maj,-5.0,250,0.9536,1.0,2.0,0,True,
pop909,800,121,4,108.4,Eb:maj,maj,-3.0,379,0.9487,1.0,3.0,0,True,
pop909,801,48,4,66.0,Gb:maj,maj,6.0,246,0.9519,1.0,2.0,0,True,
pop909,802,58,4,52.0,E:maj,maj,-4.0,1387,0.9682,1.0,1.0,0,True,
pop909,803,77,4,63.0,Bb:min,min,-1.0,445,0.9681,1.0,4.0,0,True,
pop909,804,64,4,69.2,G:maj,maj,5.0,271,0.9572,1.0,2.0,0,True,
pop909,805,94,4,87.8,Bb:min,min,-1.0,393,0.9745,1.0,1.0,0,True,
pop909,806,36,4,54.0,Bb:min,min,-1.0,212,0.918,1.0,1.0,0,True,
pop909,807,105,4,106.9,Eb:maj,maj,-3.0,355,0.9585,1.0,6.0,0,True,
pop909,808,85,4,84.0,Bb:maj,maj,2.0,288,0.9413,1.0,2.0,0,True,
pop909,809,127,4,120.0,B:min,min,-2.0,341,0.9715,1.0,3.0,0,True,
pop909,810,95,4,72.0,A:maj,maj,3.0,433,0.9456,1.0,2.0,0,True,
pop909,811,61,4,84.0,F:min,min,4.0,239,0.9433,1.0,0.0,0,True,
pop909,812,65,4,66.0,Gb:maj,maj,6.0,389,0.9288,1.0,0.0,0,True,
pop909,813,67,4,69.0,G:min,min,2.0,298,0.9781,1.0,2.0,0,True,
pop909,814,115,4,120.0,Gb:maj,maj,6.0,435,0.9682,1.0,4.0,0,True,
pop909,815,91,4,72.0,E:maj,maj,-4.0,446,0.8952,1.0,1.0,0,True,
pop909,816,55,4,64.0,G:maj,maj,5.0,279,0.957,1.0,3.0,0,True,
pop909,817,91,4,90.0,C:maj,maj,0.0,339,0.9494,1.0,0.0,0,True,
pop909,818,49,4,66.0,Db:maj,maj,-1.0,411,0.9361,1.0,3.0,0,True,
pop909,819,103,4,113.0,B:maj,maj,1.0,265,0.9044,1.0,2.0,0,True,
pop909,820,50,4,70.0,B:maj,maj,1.0,236,0.9662,1.0,1.0,0,True,
pop909,821,66,4,60.0,E:maj,maj,-4.0,401,0.9221,1.0,3.0,0,True,
pop909,822,68,4,68.0,D:maj,maj,-2.0,313,0.9156,1.0,1.0,0,True,
pop909,823,120,4,79.1,F:maj,maj,-5.0,617,0.9221,1.0,1.0,0,True,
pop909,824,88,4,80.0,C:maj,maj,0.0,422,0.9607,1.0,1.0,0,True,
pop909,825,98,4,88.0,B:maj,maj,1.0,327,0.9309,1.0,4.0,0,True,
pop909,826,70,4,65.1,Gb:min,min,3.0,326,0.9601,1.0,1.0,0,True,
pop909,827,111,4,116.0,G:maj,maj,5.0,329,0.9424,1.0,2.0,0,True,
pop909,828,65,4,59.0,A:min,min,0.0,353,0.9607,1.0,2.0,0,True,
pop909,829,108,4,112.0,Ab:maj,maj,4.0,305,0.964,0.99,2.0,0,True,
pop909,830,132,4,116.0,C:min,min,-3.0,348,0.9747,1.0,3.0,0,True,
pop909,831,94,4,80.0,D:min,min,-5.0,370,0.9475,1.0,4.0,0,True,
pop909,832,84,4,110.0,C:min,min,-3.0,204,0.884,1.0,7.0,0,True,
pop909,833,53,4,75.0,C:maj,maj,0.0,327,0.9616,0.9743,1.0,0,True,
pop909,834,53,4,60.0,D:maj,maj,-2.0,441,0.8806,1.0,0.0,0,True,
pop909,835,57,4,64.0,Ab:maj,maj,4.0,298,0.9218,1.0,1.0,0,True,
pop909,836,75,4,78.0,C:min,min,-3.0,282,0.9347,1.0,2.0,0,True,
pop909,837,97,4,85.0,Ab:min,min,1.0,303,0.9207,1.0,2.0,0,True,
pop909,838,86,4,88.0,B:min,min,-2.0,257,0.9555,1.0,0.0,0,True,
pop909,839,95,4,90.0,Db:maj,maj,-1.0,347,0.9317,1.0,1.0,0,True,
pop909,840,58,4,60.0,Gb:min,min,3.0,257,0.9356,1.0,2.0,0,True,
pop909,841,101,4,106.0,A:min,min,0.0,442,0.9442,1.0,0.0,0,True,
pop909,842,111,4,123.0,D:min,min,-5.0,310,0.982,1.0,1.0,0,True,
pop909,843,60,4,60.0,A:maj,maj,3.0,430,0.9265,1.0,4.0,0,True,
pop909,844,70,4,65.0,Gb:maj,maj,6.0,339,0.918,1.0,1.0,0,True,
pop909,845,152,4,100.0,D:min,min,-5.0,303,0.8984,1.0,4.0,0,True,
pop909,846,86,4,73.0,B:min,min,-2.0,354,0.944,1.0,6.0,0,True,
pop909,847,83,4,88.0,D:maj,maj,-2.0,306,0.9556,1.0,2.0,0,True,
pop909,848,73,4,64.5,Bb:min,min,-1.0,416,0.9421,1.0,3.0,0,True,
pop909,849,96,4,110.0,G:min,min,2.0,208,0.9423,1.0,1.0,0,True,
pop909,850,82,4,76.0,Eb:maj,maj,-3.0,264,0.8501,1.0,5.0,0,True,
pop909,851,68,4,72.0,Db:maj,maj,-1.0,245,0.9183,1.0,6.0,0,True,
pop909,852,75,4,70.0,D:min,min,-5.0,372,0.9613,1.0,2.0,0,True,
pop909,853,45,4,70.0,D:maj,maj,-2.0,132,0.9513,1.0,1.0,0,True,
pop909,854,81,4,70.0,E:min,min,5.0,400,0.9307,1.0,2.0,0,True,
pop909,855,156,4,110.0,Bb:min,min,-1.0,402,0.9519,1.0,9.0,0,True,
pop909,856,60,4,64.0,Bb:min,min,-1.0,339,0.9478,1.0,1.0,0,True,
pop909,857,132,4,116.0,C:maj,maj,0.0,300,0.8941,1.0,5.0,0,True,
pop909,858,83,4,81.0,F:maj,maj,-5.0,297,0.9407,1.0,3.0,0,True,
pop909,859,139,4,140.0,D:min,min,-5.0,489,0.9003,1.0,1.0,0,True,
pop909,860,34,4,80.0,B:maj,maj,1.0,180,0.9359,1.0,0.0,0,True,
pop909,861,138,4,130.0,B:maj,maj,1.0,458,0.9294,1.0,0.0,0,True,
pop909,862,93,4,76.0,Gb:maj,maj,6.0,335,0.9352,1.0,0.0,0,True,
pop909,863,52,4,58.0,Db:min,min,-4.0,238,0.9435,1.0,5.0,0,True,
pop909,864,79,4,68.0,C:maj,maj,0.0,300,0.9212,1.0,2.0,0,True,
pop909,865,97,4,102.1,Eb:maj,maj,-3.0,379,0.9268,0.9954,1.0,0,True,
pop909,866,89,4,86.2,F:maj,maj,-5.0,308,0.935,1.0,3.0,0,True,
pop909,867,69,4,69.0,A:maj,maj,3.0,401,0.9749,1.0,0.0,0,True,
pop909,868,81,4,70.9,Ab:maj,maj,4.0,362,0.9645,1.0,6.0,0,True,
pop909,869,90,6,121.0,Db:min,min,-4.0,288,0.9279,1.0,3.0,0,True,
pop909,870,129,4,116.0,G:maj,maj,5.0,440,0.9399,1.0,2.0,0,True,
pop909,871,82,4,76.0,A:min,min,0.0,344,0.9537,1.0,4.0,0,True,
pop909,872,55,6,83.0,Eb:min,min,6.0,245,0.9316,1.0,1.0,0,True,
pop909,873,69,4,72.0,C:maj,maj,0.0,281,0.9366,1.0,2.0,0,True,
pop909,874,122,4,106.0,G:maj,maj,5.0,466,0.9182,1.0,1.0,0,True,
pop909,875,79,4,74.0,G:maj,maj,5.0,319,0.942,1.0,2.0,0,True,
pop909,876,121,4,103.0,Ab:maj,maj,4.0,385,0.9466,1.0,1.0,0,True,
pop909,877,65,4,68.0,D:maj,maj,-2.0,309,0.9404,1.0,0.0,0,True,
pop909,878,105,4,90.0,G:min,min,2.0,252,0.9497,1.0,1.0,0,True,
pop909,879,66,4,67.0,G:maj,maj,5.0,283,0.9457,1.0,1.0,0,True,
pop909,880,75,4,66.0,E:min,min,5.0,329,0.9548,1.0,2.0,0,True,
pop909,881,75,4,61.0,Ab:min,min,1.0,374,0.9249,1.0,3.0,0,True,
pop909,882,128,4,120.0,D:maj,maj,-2.0,396,0.8987,1.0,5.0,0,True,
pop909,883,61,4,65.0,Eb:min,min,6.0,391,0.9802,1.0,5.0,0,True,
pop909,884,94,4,78.8,Eb:min,min,6.0,257,0.922,0.9848,6.0,0,True,
pop909,885,59,4,56.5,G:maj,maj,5.0,180,0.8959,1.0,1.0,0,True,
pop909,886,110,4,78.0,G:min,min,2.0,467,0.9448,1.0,0.0,0,True,
pop909,887,61,6,86.0,Gb:min,min,3.0,316,0.9438,1.0,3.0,0,True,
pop909,888,58,4,85.0,C:maj,maj,0.0,246,0.9031,1.0,3.0,0,True,
pop909,889,75,4,64.0,Bb:maj,maj,2.0,304,0.9306,1.0,1.0,0,True,
pop909,890,86,4,70.0,F:min,min,4.0,261,0.888,0.9988,0.0,0,True,
pop909,891,74,4,72.0,A:maj,maj,3.0,500,0.9493,1.0,2.0,0,True,
pop909,892,138,4,126.0,C:maj,maj,0.0,394,0.9149,1.0,6.0,0,True,
pop909,893,92,4,88.2,E:maj,maj,-4.0,244,0.8862,1.0,2.0,0,True,
pop909,894,72,4,74.0,D:min,min,-5.0,285,0.958,1.0,0.0,0,True,
pop909,895,115,4,108.0,Eb:maj,maj,-3.0,428,0.9205,1.0,2.0,0,True,
pop909,896,77,4,64.0,F:maj,maj,-5.0,359,0.9485,0.9781,0.0,0,True,
pop909,897,94,4,78.0,G:min,min,2.0,411,0.9478,1.0,1.0,0,True,
pop909,898,69,4,73.0,A:min,min,0.0,207,0.9673,0.9939,2.0,0,True,
pop909,899,124,4,134.1,E:min,min,5.0,492,0.9439,0.9889,0.0,0,True,
pop909,900,72,4,63.0,F:maj,maj,-5.0,378,0.9746,1.0,1.0,0,True,
